team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,season,match_type
Deccan Chargers,Royal Challengers Bangalore,14-04-2011,Royal Challengers Bangalore,field,Deccan Chargers,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",4,League
Mumbai Indians,Kochi Tuskers Kerala,15-04-2011,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,BB McCullum,Wankhede Stadium,4,League
Rajasthan Royals,Kolkata Knight Riders,15-04-2011,Kolkata Knight Riders,field,Kolkata Knight Riders,G Gambhir,Sawai Mansingh Stadium,4,League
Chennai Super Kings,Royal Challengers Bangalore,16-04-2011,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",4,League
Deccan Chargers,Kings XI Punjab,16-04-2011,Kings XI Punjab,field,Kings XI Punjab,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",4,League
Pune Warriors,Delhi Daredevils,17-04-2011,Delhi Daredevils,field,Delhi Daredevils,Yuvraj Singh,Dr DY Patil Sports Academy,4,League
Kolkata Knight Riders,Rajasthan Royals,17-04-2011,Kolkata Knight Riders,field,Kolkata Knight Riders,L Balaji,Eden Gardens,4,League
Kochi Tuskers Kerala,Chennai Super Kings,18-04-2011,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,BB McCullum,Nehru Stadium,4,League
Delhi Daredevils,Deccan Chargers,19-04-2011,Deccan Chargers,bat,Deccan Chargers,S Sohal,Feroz Shah Kotla,4,League
Kolkata Knight Riders,Kochi Tuskers Kerala,20-04-2011,Kolkata Knight Riders,field,Kochi Tuskers Kerala,DPMD Jayawardene,Eden Gardens,4,League
Mumbai Indians,Pune Warriors,20-04-2011,Pune Warriors,bat,Mumbai Indians,MM Patel,Wankhede Stadium,4,League
Kings XI Punjab,Rajasthan Royals,21-04-2011,Rajasthan Royals,field,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",4,League
Mumbai Indians,Chennai Super Kings,22-04-2011,Chennai Super Kings,field,Mumbai Indians,Harbhajan Singh,Wankhede Stadium,4,League
Kolkata Knight Riders,Royal Challengers Bangalore,22-04-2011,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,Eden Gardens,4,League
Delhi Daredevils,Kings XI Punjab,23-04-2011,Kings XI Punjab,field,Delhi Daredevils,DA Warner,Feroz Shah Kotla,4,League
Deccan Chargers,Mumbai Indians,24-04-2011,Deccan Chargers,field,Mumbai Indians,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",4,League
Rajasthan Royals,Kochi Tuskers Kerala,24-04-2011,Rajasthan Royals,field,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium,4,League
Chennai Super Kings,Pune Warriors,25-04-2011,Pune Warriors,field,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",4,League
Delhi Daredevils,Royal Challengers Bangalore,26-04-2011,Royal Challengers Bangalore,field,Royal Challengers Bangalore,V Kohli,Feroz Shah Kotla,4,League
Kochi Tuskers Kerala,Deccan Chargers,27-04-2011,Kochi Tuskers Kerala,field,Deccan Chargers,I Sharma,Nehru Stadium,4,League
Pune Warriors,Chennai Super Kings,27-04-2011,Pune Warriors,bat,Chennai Super Kings,DE Bollinger,Dr DY Patil Sports Academy,4,League
Delhi Daredevils,Kolkata Knight Riders,28-04-2011,Delhi Daredevils,field,Kolkata Knight Riders,MK Tiwary,Feroz Shah Kotla,4,League
Royal Challengers Bangalore,Pune Warriors,29-04-2011,Pune Warriors,field,Royal Challengers Bangalore,V Kohli,M Chinnaswamy Stadium,4,League
Rajasthan Royals,Mumbai Indians,29-04-2011,Rajasthan Royals,field,Rajasthan Royals,J Botha,Sawai Mansingh Stadium,4,League
Kolkata Knight Riders,Kings XI Punjab,30-04-2011,Kolkata Knight Riders,field,Kolkata Knight Riders,Iqbal Abdulla,Eden Gardens,4,League
Kochi Tuskers Kerala,Delhi Daredevils,30-04-2011,Delhi Daredevils,bat,Delhi Daredevils,V Sehwag,Nehru Stadium,4,League
Rajasthan Royals,Pune Warriors,01-05-2011,Rajasthan Royals,field,Rajasthan Royals,LRPL Taylor,Sawai Mansingh Stadium,4,League
Chennai Super Kings,Deccan Chargers,01-05-2011,Chennai Super Kings,bat,Chennai Super Kings,JA Morkel,"MA Chidambaram Stadium, Chepauk",4,League
Delhi Daredevils,Kochi Tuskers Kerala,02-05-2011,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,P Parameswaran,Feroz Shah Kotla,4,League
Mumbai Indians,Kings XI Punjab,02-05-2011,Kings XI Punjab,field,Mumbai Indians,KA Pollard,Wankhede Stadium,4,League
Deccan Chargers,Kolkata Knight Riders,03-05-2011,Deccan Chargers,field,Kolkata Knight Riders,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",4,League
Chennai Super Kings,Rajasthan Royals,04-05-2011,Rajasthan Royals,bat,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",4,League
Pune Warriors,Mumbai Indians,04-05-2011,Pune Warriors,field,Mumbai Indians,R Sharma,Dr DY Patil Sports Academy,4,League
Kochi Tuskers Kerala,Kolkata Knight Riders,05-05-2011,Kolkata Knight Riders,field,Kochi Tuskers Kerala,BJ Hodge,Nehru Stadium,4,League
Deccan Chargers,Delhi Daredevils,05-05-2011,Delhi Daredevils,field,Delhi Daredevils,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",4,League
Royal Challengers Bangalore,Kings XI Punjab,06-05-2011,Kings XI Punjab,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,4,League
Mumbai Indians,Delhi Daredevils,07-05-2011,Delhi Daredevils,field,Mumbai Indians,AT Rayudu,Wankhede Stadium,4,League
Kolkata Knight Riders,Chennai Super Kings,07-05-2011,Chennai Super Kings,bat,Kolkata Knight Riders,Iqbal Abdulla,Eden Gardens,4,League
Kings XI Punjab,Pune Warriors,08-05-2011,Kings XI Punjab,bat,Pune Warriors,R Sharma,"Punjab Cricket Association Stadium, Mohali",4,League
Royal Challengers Bangalore,Kochi Tuskers Kerala,08-05-2011,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,4,League
Rajasthan Royals,Chennai Super Kings,09-05-2011,Rajasthan Royals,field,Chennai Super Kings,M Vijay,Sawai Mansingh Stadium,4,League
Kings XI Punjab,Mumbai Indians,10-05-2011,Mumbai Indians,field,Kings XI Punjab,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",4,League
Deccan Chargers,Pune Warriors,10-05-2011,Deccan Chargers,bat,Pune Warriors,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",4,League
Rajasthan Royals,Royal Challengers Bangalore,11-05-2011,Royal Challengers Bangalore,field,Royal Challengers Bangalore,S Aravind,Sawai Mansingh Stadium,4,League
Chennai Super Kings,Delhi Daredevils,12-05-2011,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk",4,League
Kochi Tuskers Kerala,Kings XI Punjab,13-05-2011,Kings XI Punjab,field,Kings XI Punjab,KD Karthik,Holkar Cricket Stadium,4,League
Mumbai Indians,Deccan Chargers,14-05-2011,Deccan Chargers,bat,Deccan Chargers,A Mishra,Wankhede Stadium,4,League
Royal Challengers Bangalore,Kolkata Knight Riders,14-05-2011,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,4,League
Kochi Tuskers Kerala,Rajasthan Royals,15-05-2011,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,BJ Hodge,Holkar Cricket Stadium,4,League
Kings XI Punjab,Delhi Daredevils,15-05-2011,Delhi Daredevils,field,Kings XI Punjab,PP Chawla,Himachal Pradesh Cricket Association Stadium,4,League
Pune Warriors,Deccan Chargers,16-05-2011,Deccan Chargers,field,Deccan Chargers,A Mishra,Dr DY Patil Sports Academy,4,League
Kings XI Punjab,Royal Challengers Bangalore,17-05-2011,Kings XI Punjab,bat,Kings XI Punjab,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,4,League
Chennai Super Kings,Kochi Tuskers Kerala,18-05-2011,Chennai Super Kings,bat,Chennai Super Kings,WP Saha,"MA Chidambaram Stadium, Chepauk",4,League
Pune Warriors,Kolkata Knight Riders,19-05-2011,Kolkata Knight Riders,field,Kolkata Knight Riders,YK Pathan,Dr DY Patil Sports Academy,4,League
Mumbai Indians,Rajasthan Royals,20-05-2011,Mumbai Indians,bat,Rajasthan Royals,SR Watson,Wankhede Stadium,4,League
Kings XI Punjab,Deccan Chargers,21-05-2011,Kings XI Punjab,field,Deccan Chargers,S Dhawan,Himachal Pradesh Cricket Association Stadium,4,League
Delhi Daredevils,Pune Warriors,21-05-2011,Delhi Daredevils,bat,,N,Feroz Shah Kotla,4,League
Royal Challengers Bangalore,Chennai Super Kings,22-05-2011,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,4,League
Kolkata Knight Riders,Mumbai Indians,22-05-2011,Mumbai Indians,field,Mumbai Indians,JEC Franklin,Eden Gardens,4,League
Royal Challengers Bangalore,Chennai Super Kings,24-05-2011,Chennai Super Kings,field,Chennai Super Kings,SK Raina,Wankhede Stadium,4,Qualifier 1
Mumbai Indians,Kolkata Knight Riders,25-05-2011,Mumbai Indians,field,Mumbai Indians,MM Patel,Wankhede Stadium,4,Elimination Final
Royal Challengers Bangalore,Mumbai Indians,27-05-2011,Mumbai Indians,field,Royal Challengers Bangalore,CH Gayle,"MA Chidambaram Stadium, Chepauk",4,Qualifier 2
Chennai Super Kings,Royal Challengers Bangalore,28-05-2011,Chennai Super Kings,bat,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",4,Final
Chennai Super Kings,Mumbai Indians,04-04-2012,Mumbai Indians,field,Mumbai Indians,RE Levi,"MA Chidambaram Stadium, Chepauk",5,League
Kolkata Knight Riders,Delhi Daredevils,05-04-2012,Delhi Daredevils,field,Delhi Daredevils,IK Pathan,Eden Gardens,5,League
Mumbai Indians,Pune Warriors,06-04-2012,Mumbai Indians,field,Pune Warriors,SPD Smith,Wankhede Stadium,5,League
Rajasthan Royals,Kings XI Punjab,06-04-2012,Kings XI Punjab,field,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium,5,League
Deccan Chargers,Chennai Super Kings,07-04-2012,Deccan Chargers,field,Chennai Super Kings,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,League
Royal Challengers Bangalore,Delhi Daredevils,07-04-2012,Delhi Daredevils,field,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,5,League
Pune Warriors,Kings XI Punjab,08-04-2012,Pune Warriors,bat,Pune Warriors,MN Samuels,Subrata Roy Sahara Stadium,5,League
Rajasthan Royals,Kolkata Knight Riders,08-04-2012,Kolkata Knight Riders,field,Rajasthan Royals,BJ Hodge,Sawai Mansingh Stadium,5,League
Deccan Chargers,Mumbai Indians,09-04-2012,Deccan Chargers,bat,Mumbai Indians,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,League
Royal Challengers Bangalore,Kolkata Knight Riders,10-04-2012,Royal Challengers Bangalore,field,Kolkata Knight Riders,L Balaji,M Chinnaswamy Stadium,5,League
Delhi Daredevils,Chennai Super Kings,10-04-2012,Delhi Daredevils,field,Delhi Daredevils,M Morkel,Feroz Shah Kotla,5,League
Mumbai Indians,Rajasthan Royals,11-04-2012,Rajasthan Royals,field,Mumbai Indians,KA Pollard,Wankhede Stadium,5,League
Chennai Super Kings,Royal Challengers Bangalore,12-04-2012,Royal Challengers Bangalore,bat,Chennai Super Kings,F du Plessis,"MA Chidambaram Stadium, Chepauk",5,League
Kings XI Punjab,Pune Warriors,12-04-2012,Kings XI Punjab,field,Kings XI Punjab,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",5,League
Kolkata Knight Riders,Rajasthan Royals,13-04-2012,Rajasthan Royals,bat,Kolkata Knight Riders,Shakib Al Hasan,Eden Gardens,5,League
Pune Warriors,Chennai Super Kings,14-04-2012,Chennai Super Kings,bat,Pune Warriors,JD Ryder,Subrata Roy Sahara Stadium,5,League
Royal Challengers Bangalore,Rajasthan Royals,15-04-2012,Rajasthan Royals,bat,Rajasthan Royals,AM Rahane,M Chinnaswamy Stadium,5,League
Kolkata Knight Riders,Kings XI Punjab,15-04-2012,Kolkata Knight Riders,field,Kings XI Punjab,SP Narine,Eden Gardens,5,League
Mumbai Indians,Delhi Daredevils,16-04-2012,Delhi Daredevils,field,Delhi Daredevils,S Nadeem,Wankhede Stadium,5,League
Rajasthan Royals,Deccan Chargers,17-04-2012,Deccan Chargers,bat,Rajasthan Royals,BJ Hodge,Sawai Mansingh Stadium,5,League
Royal Challengers Bangalore,Pune Warriors,17-04-2012,Pune Warriors,bat,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,5,League
Kings XI Punjab,Kolkata Knight Riders,18-04-2012,Kings XI Punjab,bat,Kolkata Knight Riders,G Gambhir,"Punjab Cricket Association Stadium, Mohali",5,League
Chennai Super Kings,Pune Warriors,19-04-2012,Pune Warriors,field,Chennai Super Kings,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",5,League
Delhi Daredevils,Deccan Chargers,19-04-2012,Deccan Chargers,bat,Delhi Daredevils,KP Pietersen,Feroz Shah Kotla,5,League
Kings XI Punjab,Royal Challengers Bangalore,20-04-2012,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,"Punjab Cricket Association Stadium, Mohali",5,League
Delhi Daredevils,Pune Warriors,21-04-2012,Delhi Daredevils,field,Pune Warriors,SC Ganguly,Feroz Shah Kotla,5,League
Chennai Super Kings,Rajasthan Royals,21-04-2012,Rajasthan Royals,bat,Chennai Super Kings,F du Plessis,"MA Chidambaram Stadium, Chepauk",5,League
Deccan Chargers,Kolkata Knight Riders,22-04-2012,Kolkata Knight Riders,field,Kolkata Knight Riders,B Lee,Barabati Stadium,5,League
Mumbai Indians,Kings XI Punjab,22-04-2012,Mumbai Indians,bat,Kings XI Punjab,SE Marsh,Wankhede Stadium,5,League
Rajasthan Royals,Royal Challengers Bangalore,23-04-2012,Rajasthan Royals,field,Royal Challengers Bangalore,AB de Villiers,Sawai Mansingh Stadium,5,League
Pune Warriors,Delhi Daredevils,24-04-2012,Pune Warriors,bat,Delhi Daredevils,V Sehwag,Subrata Roy Sahara Stadium,5,League
Kings XI Punjab,Mumbai Indians,25-04-2012,Kings XI Punjab,bat,Mumbai Indians,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",5,League
Pune Warriors,Deccan Chargers,26-04-2012,Deccan Chargers,bat,Deccan Chargers,CL White,Subrata Roy Sahara Stadium,5,League
Delhi Daredevils,Mumbai Indians,27-04-2012,Mumbai Indians,field,Delhi Daredevils,V Sehwag,Feroz Shah Kotla,5,League
Chennai Super Kings,Kings XI Punjab,28-04-2012,Kings XI Punjab,bat,Kings XI Punjab,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",5,League
Kolkata Knight Riders,Royal Challengers Bangalore,28-04-2012,Kolkata Knight Riders,bat,Kolkata Knight Riders,G Gambhir,Eden Gardens,5,League
Mumbai Indians,Deccan Chargers,29-04-2012,Mumbai Indians,field,Mumbai Indians,DW Steyn,Wankhede Stadium,5,League
Delhi Daredevils,Rajasthan Royals,29-04-2012,Delhi Daredevils,bat,Delhi Daredevils,V Sehwag,Feroz Shah Kotla,5,League
Chennai Super Kings,Kolkata Knight Riders,30-04-2012,Chennai Super Kings,bat,Kolkata Knight Riders,G Gambhir,"MA Chidambaram Stadium, Chepauk",5,League
Deccan Chargers,Pune Warriors,01-05-2012,Deccan Chargers,bat,Deccan Chargers,KC Sangakkara,Barabati Stadium,5,League
Rajasthan Royals,Delhi Daredevils,01-05-2012,Rajasthan Royals,bat,Delhi Daredevils,P Negi,Sawai Mansingh Stadium,5,League
Royal Challengers Bangalore,Kings XI Punjab,02-05-2012,Kings XI Punjab,field,Kings XI Punjab,Azhar Mahmood,M Chinnaswamy Stadium,5,League
Pune Warriors,Mumbai Indians,03-05-2012,Mumbai Indians,bat,Mumbai Indians,SL Malinga,Subrata Roy Sahara Stadium,5,League
Chennai Super Kings,Deccan Chargers,04-05-2012,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",5,League
Kings XI Punjab,Rajasthan Royals,05-05-2012,Rajasthan Royals,bat,Rajasthan Royals,SR Watson,"Punjab Cricket Association Stadium, Mohali",5,League
Kolkata Knight Riders,Pune Warriors,05-05-2012,Kolkata Knight Riders,bat,Kolkata Knight Riders,SP Narine,Eden Gardens,5,League
Mumbai Indians,Chennai Super Kings,06-05-2012,Mumbai Indians,field,Mumbai Indians,DR Smith,Wankhede Stadium,5,League
Royal Challengers Bangalore,Deccan Chargers,06-05-2012,Royal Challengers Bangalore,field,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,5,League
Delhi Daredevils,Kolkata Knight Riders,07-05-2012,Delhi Daredevils,bat,Kolkata Knight Riders,JH Kallis,Feroz Shah Kotla,5,League
Pune Warriors,Rajasthan Royals,08-05-2012,Pune Warriors,bat,Rajasthan Royals,SR Watson,Subrata Roy Sahara Stadium,5,League
Deccan Chargers,Kings XI Punjab,08-05-2012,Deccan Chargers,field,Kings XI Punjab,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",5,League
Mumbai Indians,Royal Challengers Bangalore,09-05-2012,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,Wankhede Stadium,5,League
Rajasthan Royals,Chennai Super Kings,10-05-2012,Chennai Super Kings,field,Chennai Super Kings,BW Hilfenhaus,Sawai Mansingh Stadium,5,League
Deccan Chargers,Delhi Daredevils,10-05-2012,Deccan Chargers,bat,Delhi Daredevils,DA Warner,"Rajiv Gandhi International Stadium, Uppal",5,League
Pune Warriors,Royal Challengers Bangalore,11-05-2012,Pune Warriors,field,Royal Challengers Bangalore,CH Gayle,Subrata Roy Sahara Stadium,5,League
Chennai Super Kings,Delhi Daredevils,12-05-2012,Chennai Super Kings,field,Chennai Super Kings,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",5,League
Kolkata Knight Riders,Mumbai Indians,12-05-2012,Mumbai Indians,bat,Mumbai Indians,RG Sharma,Eden Gardens,5,League
Rajasthan Royals,Pune Warriors,13-05-2012,Rajasthan Royals,bat,Rajasthan Royals,A Chandila,Sawai Mansingh Stadium,5,League
Kings XI Punjab,Deccan Chargers,13-05-2012,Deccan Chargers,bat,Kings XI Punjab,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",5,League
Kolkata Knight Riders,Chennai Super Kings,14-05-2012,Chennai Super Kings,field,Chennai Super Kings,MEK Hussey,Eden Gardens,5,League
Royal Challengers Bangalore,Mumbai Indians,14-05-2012,Mumbai Indians,field,Mumbai Indians,AT Rayudu,M Chinnaswamy Stadium,5,League
Delhi Daredevils,Kings XI Punjab,15-05-2012,Kings XI Punjab,bat,Delhi Daredevils,UT Yadav,Feroz Shah Kotla,5,League
Mumbai Indians,Kolkata Knight Riders,16-05-2012,Mumbai Indians,field,Kolkata Knight Riders,SP Narine,Wankhede Stadium,5,League
Delhi Daredevils,Royal Challengers Bangalore,17-05-2012,Delhi Daredevils,field,Royal Challengers Bangalore,CH Gayle,Feroz Shah Kotla,5,League
Kings XI Punjab,Chennai Super Kings,17-05-2012,Kings XI Punjab,field,Kings XI Punjab,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,5,League
Deccan Chargers,Rajasthan Royals,18-05-2012,Rajasthan Royals,bat,Deccan Chargers,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",5,League
Kings XI Punjab,Delhi Daredevils,19-05-2012,Delhi Daredevils,field,Delhi Daredevils,UT Yadav,Himachal Pradesh Cricket Association Stadium,5,League
Pune Warriors,Kolkata Knight Riders,19-05-2012,Kolkata Knight Riders,bat,Kolkata Knight Riders,Shakib Al Hasan,Subrata Roy Sahara Stadium,5,League
Rajasthan Royals,Mumbai Indians,20-05-2012,Rajasthan Royals,bat,Mumbai Indians,DR Smith,Sawai Mansingh Stadium,5,League
Deccan Chargers,Royal Challengers Bangalore,20-05-2012,Royal Challengers Bangalore,field,Deccan Chargers,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",5,League
Delhi Daredevils,Kolkata Knight Riders,22-05-2012,Kolkata Knight Riders,bat,Kolkata Knight Riders,YK Pathan,Subrata Roy Sahara Stadium,5,Qualifier 1
Chennai Super Kings,Mumbai Indians,23-05-2012,Mumbai Indians,field,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium,5,Elimination Final
Delhi Daredevils,Chennai Super Kings,25-05-2012,Delhi Daredevils,field,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",5,Qualifier 2
Kolkata Knight Riders,Chennai Super Kings,27-05-2012,Chennai Super Kings,bat,Kolkata Knight Riders,MS Bisla,"MA Chidambaram Stadium, Chepauk",5,Final
Kolkata Knight Riders,Delhi Daredevils,03-04-2013,Kolkata Knight Riders,field,Kolkata Knight Riders,SP Narine,Eden Gardens,6,League
Royal Challengers Bangalore,Mumbai Indians,04-04-2013,Mumbai Indians,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,6,League
Sunrisers Hyderabad,Pune Warriors,05-04-2013,Pune Warriors,field,Sunrisers Hyderabad,A Mishra,"Rajiv Gandhi International Stadium, Uppal",6,League
Chennai Super Kings,Mumbai Indians,06-04-2013,Mumbai Indians,bat,Mumbai Indians,KA Pollard,"MA Chidambaram Stadium, Chepauk",6,League
Delhi Daredevils,Rajasthan Royals,06-04-2013,Rajasthan Royals,bat,Rajasthan Royals,R Dravid,Feroz Shah Kotla,6,League
Sunrisers Hyderabad,Royal Challengers Bangalore,07-04-2013,Royal Challengers Bangalore,bat,,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",6,League
Pune Warriors,Kings XI Punjab,07-04-2013,Pune Warriors,bat,Kings XI Punjab,M Vohra,Subrata Roy Sahara Stadium,6,League
Rajasthan Royals,Kolkata Knight Riders,08-04-2013,Kolkata Knight Riders,field,Rajasthan Royals,SK Trivedi,Sawai Mansingh Stadium,6,League
Mumbai Indians,Delhi Daredevils,09-04-2013,Mumbai Indians,bat,Mumbai Indians,KD Karthik,Wankhede Stadium,6,League
Royal Challengers Bangalore,Sunrisers Hyderabad,09-04-2013,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,V Kohli,M Chinnaswamy Stadium,6,League
Kings XI Punjab,Chennai Super Kings,10-04-2013,Chennai Super Kings,field,Chennai Super Kings,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",6,League
Royal Challengers Bangalore,Kolkata Knight Riders,11-04-2013,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,6,League
Pune Warriors,Rajasthan Royals,11-04-2013,Rajasthan Royals,bat,Pune Warriors,AJ Finch,Subrata Roy Sahara Stadium,6,League
Delhi Daredevils,Sunrisers Hyderabad,12-04-2013,Delhi Daredevils,bat,Sunrisers Hyderabad,A Mishra,Feroz Shah Kotla,6,League
Chennai Super Kings,Royal Challengers Bangalore,13-04-2013,Chennai Super Kings,field,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk",6,League
Mumbai Indians,Pune Warriors,13-04-2013,Mumbai Indians,bat,Mumbai Indians,RG Sharma,Wankhede Stadium,6,League
Rajasthan Royals,Kings XI Punjab,14-04-2013,Rajasthan Royals,field,Rajasthan Royals,JP Faulkner,Sawai Mansingh Stadium,6,League
Kolkata Knight Riders,Sunrisers Hyderabad,14-04-2013,Kolkata Knight Riders,bat,Kolkata Knight Riders,G Gambhir,Eden Gardens,6,League
Chennai Super Kings,Pune Warriors,15-04-2013,Pune Warriors,bat,Pune Warriors,SPD Smith,"MA Chidambaram Stadium, Chepauk",6,League
Kings XI Punjab,Kolkata Knight Riders,16-04-2013,Kolkata Knight Riders,field,Kings XI Punjab,MS Gony,"Punjab Cricket Association Stadium, Mohali",6,League
Royal Challengers Bangalore,Delhi Daredevils,16-04-2013,Royal Challengers Bangalore,field,,V Kohli,M Chinnaswamy Stadium,6,League
Rajasthan Royals,Mumbai Indians,17-04-2013,Rajasthan Royals,bat,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium,6,League
Pune Warriors,Sunrisers Hyderabad,17-04-2013,Pune Warriors,field,Sunrisers Hyderabad,A Mishra,Maharashtra Cricket Association Stadium,6,League
Delhi Daredevils,Chennai Super Kings,18-04-2013,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,Feroz Shah Kotla,6,League
Sunrisers Hyderabad,Kings XI Punjab,19-04-2013,Kings XI Punjab,bat,Sunrisers Hyderabad,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",6,League
Kolkata Knight Riders,Chennai Super Kings,20-04-2013,Kolkata Knight Riders,bat,Chennai Super Kings,RA Jadeja,Eden Gardens,6,League
Royal Challengers Bangalore,Rajasthan Royals,20-04-2013,Royal Challengers Bangalore,field,Royal Challengers Bangalore,R Vinay Kumar,M Chinnaswamy Stadium,6,League
Delhi Daredevils,Mumbai Indians,21-04-2013,Mumbai Indians,bat,Delhi Daredevils,V Sehwag,Feroz Shah Kotla,6,League
Kings XI Punjab,Pune Warriors,21-04-2013,Kings XI Punjab,field,Kings XI Punjab,DA Miller,"Punjab Cricket Association Stadium, Mohali",6,League
Chennai Super Kings,Rajasthan Royals,22-04-2013,Rajasthan Royals,bat,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",6,League
Delhi Daredevils,Kings XI Punjab,23-04-2013,Kings XI Punjab,field,Kings XI Punjab,Harmeet Singh,Feroz Shah Kotla,6,League
Royal Challengers Bangalore,Pune Warriors,23-04-2013,Pune Warriors,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,6,League
Kolkata Knight Riders,Mumbai Indians,24-04-2013,Kolkata Knight Riders,bat,Mumbai Indians,DR Smith,Eden Gardens,6,League
Chennai Super Kings,Sunrisers Hyderabad,25-04-2013,Sunrisers Hyderabad,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk",6,League
Kolkata Knight Riders,Kings XI Punjab,26-04-2013,Kings XI Punjab,bat,Kolkata Knight Riders,JH Kallis,Eden Gardens,6,League
Rajasthan Royals,Sunrisers Hyderabad,27-04-2013,Sunrisers Hyderabad,bat,Rajasthan Royals,JP Faulkner,Sawai Mansingh Stadium,6,League
Mumbai Indians,Royal Challengers Bangalore,27-04-2013,Mumbai Indians,bat,Mumbai Indians,DR Smith,Wankhede Stadium,6,League
Chennai Super Kings,Kolkata Knight Riders,28-04-2013,Kolkata Knight Riders,field,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",6,League
Delhi Daredevils,Pune Warriors,28-04-2013,Pune Warriors,field,Delhi Daredevils,DA Warner,Shaheed Veer Narayan Singh International Stadium,6,League
Mumbai Indians,Kings XI Punjab,29-04-2013,Mumbai Indians,bat,Mumbai Indians,RG Sharma,Wankhede Stadium,6,League
Rajasthan Royals,Royal Challengers Bangalore,29-04-2013,Rajasthan Royals,field,Rajasthan Royals,SV Samson,Sawai Mansingh Stadium,6,League
Pune Warriors,Chennai Super Kings,30-04-2013,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Subrata Roy Sahara Stadium,6,League
Delhi Daredevils,Kolkata Knight Riders,01-05-2013,Kolkata Knight Riders,bat,Delhi Daredevils,DA Warner,Shaheed Veer Narayan Singh International Stadium,6,League
